,g1,g2
68852,CCL3,LINGO1
68853,CCL3,LOXL1
68854,CCL3,LRRC24
68855,CCL3,LTBP1
68856,CCL3,MANEAL
68857,CCL3,MAP4K4
68858,CCL3,MAP7
68859,CCL3,MED15
68860,CCL3,MED8
68861,CCL3,METRN
68862,CCL3,METRNL
68863,CCL3,METTL18
68864,CCL3,MFGE8
68865,CCL3,MGAT1
68866,CCL3,MGAT5
68867,CCL3,MMP15
68868,CCL3,MON1B
68869,CCL3,NAF1
68870,CCL3,NDNF
68871,CCL3,NDST1
68872,CCL3,NKRF
68873,CCL3,NMB
68874,CCL3,NME7
68875,CCL3,NPTX1
68876,CCL3,NRP2
68877,CCL3,NTN1
68878,CCL3,PAM
68879,CCL3,PATZ1
68880,CCL3,PCOLCE2
68881,CCL3,PCSK5
68882,CCL3,PCYOX1L
68883,CCL3,PDF
68884,CCL3,PDGFRL
68885,CCL3,PDIA5
68886,CCL3,PHF3
68887,CCL3,PKP2
68888,CCL3,PKP4
68889,CCL3,PLTP
68890,CCL3,POFUT1
68891,CCL3,POGLUT1
68892,CCL3,POM121
68893,CCL3,PPT2
68894,CCL3,PRSS12
68895,CCL3,PRSS23
68896,CCL3,PTPRS
68897,CCL3,PXDN
68898,CCL3,PXYLP1
68899,CCL3,QSOX1
68900,CCL3,RBMS1
68901,CCL3,RPL23
68902,CCL3,RPS4X
68903,CCL3,RPUSD4
68904,CCL3,SEMA3C
68905,CCL3,SERPINE2
68906,CCL3,SERPINF1
68907,CCL3,SLIT2
68908,CCL3,STRBP
68909,CCL3,SULF1
68910,CCL3,SULF2
68911,CCL3,SUPT3H
68912,CCL3,TAF5L
68913,CCL3,TIMP3
68914,CCL3,TMEM2
68915,CCL3,TNIK
68916,CCL3,TRIM11
68917,CCL3,TXNDC16
68918,CCL3,UBQLN1
68919,CCL3,UBQLN2
68920,CCL3,UGT8
68921,CCL3,VCAN
68922,CCL3,VEZT
68923,CCL3,XRCC1
68924,CCL3,XRN2
68925,CCL3,XYLT2
68926,CCL3,ZFP36
73750,CXCL8,ARFGAP3
73751,CXCL8,BAG6
73752,CXCL8,CCL2
73753,CXCL8,CCL5
73754,CXCL8,CCL8
73755,CXCL8,CXCR2
73756,CXCL8,EP300
73757,CXCL8,ERBB2
73758,CXCL8,FANCI
73759,CXCL8,PF4
73760,CXCL8,POMGNT1
73761,CXCL8,SDC1
73762,CXCL8,SGTA
73763,CXCL8,TP53
73764,CXCL8,ZFP36
73765,CXCL8,ZNF598
73766,CXCL8,TAT
76111,CTBP2,ABI3
76112,CTBP2,ACAT2
76113,CTBP2,ACTG1
76114,CTBP2,AES
76115,CTBP2,AGXT2
76116,CTBP2,AKTIP
76117,CTBP2,AMOTL1
76118,CTBP2,APP
76119,CTBP2,AR
76120,CTBP2,ARF5
76121,CTBP2,ARHGAP44
76122,CTBP2,ARL15
76123,CTBP2,ATR
76124,CTBP2,ATXN1L
76125,CTBP2,APC2
76126,CTBP2,BAZ2B
76127,CTBP2,BCAS3
76128,CTBP2,BCL3
76129,CTBP2,BIRC2
76130,CTBP2,BIRC3
76131,CTBP2,BIRC5
76132,CTBP2,BRD3
76133,CTBP2,BRD4
76134,CTBP2,C15ORF39
76135,CTBP2,C9ORF89
76136,CTBP2,CAAP1
76137,CTBP2,CACNB1
76138,CTBP2,CACNB2
76139,CTBP2,CACNB3
76140,CTBP2,CACNB4
76141,CTBP2,CAPN7
76142,CTBP2,CARHSP1
76143,CTBP2,CASP8AP2
76144,CTBP2,CATSPER1
76145,CTBP2,CBS
76146,CTBP2,CBX4
76147,CTBP2,CBX6
76148,CTBP2,CCDC120
76149,CTBP2,CCNH
76150,CTBP2,CCR5
76151,CTBP2,CDC23
76152,CTBP2,CDC25C
76153,CTBP2,CDKAL1
76154,CTBP2,CDKN2A
76155,CTBP2,CEP131
76156,CTBP2,CEP68
76157,CTBP2,CFTR
76158,CTBP2,CKMT1B
76159,CTBP2,CLPP
76160,CTBP2,COPA
76161,CTBP2,CREBBP
76162,CTBP2,CSNK2A1
76163,CTBP2,CSNK2A2
76164,CTBP2,CSNK2B
76165,CTBP2,CSTF2
76166,CTBP2,CTBP1
76167,CTBP2,CTNNB1
76168,CTBP2,CTPS1
76169,CTBP2,CTPS2
76170,CTBP2,CTSB
76171,CTBP2,CUL3
76172,CTBP2,CUL4A
76173,CTBP2,CUL4B
76174,CTBP2,CUL7
76175,CTBP2,CWC15
76176,CTBP2,CWC22
76177,CTBP2,CTBP1
76178,CTBP2,CTBP2
76179,CTBP2,DCAF7
76180,CTBP2,DCN
76181,CTBP2,DDB1
76182,CTBP2,DDX19B
76183,CTBP2,DDX31
76184,CTBP2,DLG1
76185,CTBP2,DMRTB1
76186,CTBP2,DNAJB6
76187,CTBP2,DNM1
76188,CTBP2,DNMT1
76189,CTBP2,DPH1
76190,CTBP2,DTNB
76191,CTBP2,DUSP21
76192,CTBP2,DVL2
76193,CTBP2,DYRK1B
76194,CTBP2,EAPP
76195,CTBP2,ECT2
76196,CTBP2,EGFR
76197,CTBP2,EGLN3
76198,CTBP2,EHMT1
76199,CTBP2,EHMT2
76200,CTBP2,EIF4G1
76201,CTBP2,ELOVL5
76202,CTBP2,ENKD1
76203,CTBP2,EOS
76204,CTBP2,EP300
76205,CTBP2,ERAP2
76206,CTBP2,ESR1
76207,CTBP2,ESR2
76208,CTBP2,FBP1
76209,CTBP2,FBXW11
76210,CTBP2,FHL3
76211,CTBP2,FLI1
76212,CTBP2,FOXB1
76213,CTBP2,FOXE1
76214,CTBP2,FOXF2
76215,CTBP2,FOXI2
76216,CTBP2,FOXP1
76217,CTBP2,FOXP2
76218,CTBP2,FOXQ1
76219,CTBP2,FOXS1
76220,CTBP2,FUNDC1
76221,CTBP2,FZR1
76222,CTBP2,FANCD2
76223,CTBP2,FHL3
76224,CTBP2,GALK1
76225,CTBP2,GAPDH
76226,CTBP2,GATAD2A
76227,CTBP2,GATAD2B
76228,CTBP2,GCNT1
76229,CTBP2,GDAP1
76230,CTBP2,GDF5
76231,CTBP2,GDF6
76232,CTBP2,GGT6
76233,CTBP2,GLCE
76234,CTBP2,GLIS2
76235,CTBP2,GPALPP1
76236,CTBP2,GPR107
76237,CTBP2,HCFC1
76238,CTBP2,HDAC1
76239,CTBP2,HDAC2
76240,CTBP2,HELZ
76241,CTBP2,HEMGN
76242,CTBP2,HHV8GK18_GP78
76243,CTBP2,HIC1
76244,CTBP2,HIC2
76245,CTBP2,HIPK2
76246,CTBP2,HIST2H2BE
76247,CTBP2,HIST2H3A
76248,CTBP2,HIST3H3
76249,CTBP2,HK2
76250,CTBP2,HMCES
76251,CTBP2,HNRNPL
76252,CTBP2,HOXA5
76253,CTBP2,HOXB5
76254,CTBP2,HOXC5
76255,CTBP2,HSPA8
76256,CTBP2,HIPK1
76257,CTBP2,HIPK2
76258,CTBP2,IBD8
76259,CTBP2,IFI27
76260,CTBP2,IFN1@
76261,CTBP2,IGFBP1
76262,CTBP2,IGLJ3
76263,CTBP2,IKZF1
76264,CTBP2,IKZF2
76265,CTBP2,IL24
76266,CTBP2,INTS9
76267,CTBP2,IPO7
76268,CTBP2,ISCA1
76269,CTBP2,IKZF1
76270,CTBP2,KAT2B
76271,CTBP2,KCNIP3
76272,CTBP2,KDM1A
76273,CTBP2,KDM4C
76274,CTBP2,KEAP1
76275,CTBP2,KIAA0430
76276,CTBP2,KIZ
76277,CTBP2,KLF12
76278,CTBP2,KLF3
76279,CTBP2,KLF8
76280,CTBP2,KYNU
76281,CTBP2,KCNIP3
76282,CTBP2,KDM1A
76283,CTBP2,KDM2B
76284,CTBP2,KLF3
76285,CTBP2,LCMT2
76286,CTBP2,LCOR
76287,CTBP2,LCORL
76288,CTBP2,LMO4
76289,CTBP2,LST1
76290,CTBP2,MAP7
76291,CTBP2,MAPK10
76292,CTBP2,MAPK6
76293,CTBP2,MAPK8
76294,CTBP2,MARK3
76295,CTBP2,MBD3
76296,CTBP2,MCM7
76297,CTBP2,MDM2
76298,CTBP2,MECOM
76299,CTBP2,MED23
76300,CTBP2,MFAP1
76301,CTBP2,MKI67
76302,CTBP2,MKLN1
76303,CTBP2,MKRN2
76304,CTBP2,MOXD1
76305,CTBP2,MRPS7
76306,CTBP2,MSI2
76307,CTBP2,MSRB3
76308,CTBP2,MTA1
76309,CTBP2,MTA2
76310,CTBP2,MTMR7
76311,CTBP2,MUT
76312,CTBP2,MVD
76313,CTBP2,MYC
76314,CTBP2,MYLK4
76315,CTBP2,NAPB
76316,CTBP2,NDRG1
76317,CTBP2,NEK6
76318,CTBP2,NFKB1
76319,CTBP2,NFKB2
76320,CTBP2,NOL4
76321,CTBP2,NOL4L
76322,CTBP2,NPEPPS
76323,CTBP2,NQO2
76324,CTBP2,NR2C2
76325,CTBP2,NRBP1
76326,CTBP2,NRIP1
76327,CTBP2,NUDT2
76328,CTBP2,NUFIP2
76329,CTBP2,NUPR1
76330,CTBP2,NDN
76331,CTBP2,OMG
76332,CTBP2,ORF3
76333,CTBP2,PARK2
76334,CTBP2,PBDC1
76335,CTBP2,PCBP1
76336,CTBP2,PHAX
76337,CTBP2,PHGDH
76338,CTBP2,PLCB1
76339,CTBP2,PLEKHA4
76340,CTBP2,PLK1
76341,CTBP2,PLXDC2
76342,CTBP2,PNPO
76343,CTBP2,POLA1
76344,CTBP2,POLD1
76345,CTBP2,POLR2A
76346,CTBP2,PPP1R15A
76347,CTBP2,PRCD
76348,CTBP2,PRDM16
76349,CTBP2,PRDX1
76350,CTBP2,PRDX6
76351,CTBP2,PROX1
76352,CTBP2,PSMF1
76353,CTBP2,PTPN23
76354,CTBP2,POU5F1
76355,CTBP2,QARS
76356,CTBP2,RAB11FIP1
76357,CTBP2,RAD51
76358,CTBP2,RAI2
76359,CTBP2,RASGRF2
76360,CTBP2,RB1
76361,CTBP2,RBBP4
76362,CTBP2,RBBP8
76363,CTBP2,RBBP8NL
76364,CTBP2,RBM26
76365,CTBP2,RBM4
76366,CTBP2,RCD1
76367,CTBP2,RCOR1
76368,CTBP2,RCOR2
76369,CTBP2,RECQL4
76370,CTBP2,RELA
76371,CTBP2,RIMBP3
76372,CTBP2,RNF135
76373,CTBP2,RNMTL1
76374,CTBP2,RPL17
76375,CTBP2,RPL7A
76376,CTBP2,RPS28
76377,CTBP2,RPS29
76378,CTBP2,RPS4X
76379,CTBP2,RQCD1
76380,CTBP2,RUNX1
76381,CTBP2,RUNX2
76382,CTBP2,RNF2
76383,CTBP2,SDCBP
76384,CTBP2,SECTM1
76385,CTBP2,SERBP1
76386,CTBP2,SGTA
76387,CTBP2,SHISA6
76388,CTBP2,SIT1
76389,CTBP2,SKP2
76390,CTBP2,SLC35F2
76391,CTBP2,SLCO4C1
76392,CTBP2,SLFN11
76393,CTBP2,SMAD6
76394,CTBP2,SMN1
76395,CTBP2,SMN2
76396,CTBP2,SNTG1
76397,CTBP2,SOCS2
76398,CTBP2,SOX13
76399,CTBP2,SOX2
76400,CTBP2,SOX6
76401,CTBP2,SPRTN
76402,CTBP2,SSX2IP
76403,CTBP2,STAU1
76404,CTBP2,STOML2
76405,CTBP2,STUB1
76406,CTBP2,STX11
76407,CTBP2,SYNJ2
76408,CTBP2,SYT6
76409,CTBP2,SALL4
76410,CTBP2,TAAR1
76411,CTBP2,TASP1
76412,CTBP2,TCF19
76413,CTBP2,TCF7
76414,CTBP2,TCF7L1
76415,CTBP2,TCF7L2
76416,CTBP2,TEAD3
76417,CTBP2,TGIF1
76418,CTBP2,THAP1
76419,CTBP2,THAP11
76420,CTBP2,TIMMDC1
76421,CTBP2,TMC1
76422,CTBP2,TMC3
76423,CTBP2,TMEM8A
76424,CTBP2,TNFAIP8
76425,CTBP2,TRAK1
76426,CTBP2,TRIM25
76427,CTBP2,TRIML2
76428,CTBP2,TRNT1
76429,CTBP2,TRPS1
76430,CTBP2,TSHZ3
76431,CTBP2,TTC27
76432,CTBP2,TTC28
76433,CTBP2,TTC39B
76434,CTBP2,TULP3
76435,CTBP2,TNIK
76436,CTBP2,UBAC1
76437,CTBP2,UBAP1
76438,CTBP2,UBAP2
76439,CTBP2,UBC
76440,CTBP2,UBE2I
76441,CTBP2,UBE3A
76442,CTBP2,UGT8
76443,CTBP2,UHRF2
76444,CTBP2,USP1
76445,CTBP2,UXT
76446,CTBP2,UBC
76447,CTBP2,UBE2I
76448,CTBP2,VPS25
76449,CTBP2,VRTN
76450,CTBP2,VSX1
76451,CTBP2,WIF1
76452,CTBP2,WIZ
76453,CTBP2,XIAP
76454,CTBP2,XPO4
76455,CTBP2,XRCC6
76456,CTBP2,YBX2
76457,CTBP2,YIPF5
76458,CTBP2,ZBP1
76459,CTBP2,ZBTB18
76460,CTBP2,ZBTB42
76461,CTBP2,ZC3H3
76462,CTBP2,ZEB1
76463,CTBP2,ZEB2
76464,CTBP2,ZFPM1
76465,CTBP2,ZFPM2
76466,CTBP2,ZNF217
76467,CTBP2,ZNF219
76468,CTBP2,ZNF512B
76469,CTBP2,ZNF516
76470,CTBP2,ZNF750
76471,CTBP2,ZNF79
76472,CTBP2,ZNRD1
76473,CTBP2,ZSCAN4
76474,CTBP2,ZBTB7B
76475,CTBP2,ZEB1
76476,CTBP2,ZEB2
76477,CTBP2,ZFPM1
76478,CTBP2,CBX2
77413,CLEC2L,EXT2
77414,CLEC2L,FIBP
77864,CLEC4E,AAAS
77865,CLEC4E,AARS
77866,CLEC4E,ABCA2
77867,CLEC4E,ABHD12
77868,CLEC4E,ACSL3
77869,CLEC4E,ACTC1
77870,CLEC4E,ACTN1
77871,CLEC4E,ACTN4
77872,CLEC4E,ACTR2
77873,CLEC4E,ACTR3
77874,CLEC4E,AFG3L2
77875,CLEC4E,AGPAT1
77876,CLEC4E,AGPAT6
77877,CLEC4E,AIF1L
77878,CLEC4E,AIMP1
77879,CLEC4E,ANKLE2
77880,CLEC4E,ANO6
77881,CLEC4E,ANXA5
77882,CLEC4E,APP
77883,CLEC4E,APRT
77884,CLEC4E,ARFGAP2
77885,CLEC4E,ARHGAP1
77886,CLEC4E,ARL6IP5
77887,CLEC4E,ARPC2
77888,CLEC4E,ARPC3
77889,CLEC4E,ARPC4
77890,CLEC4E,ATIC
77891,CLEC4E,ATP1A3
77892,CLEC4E,ATP1B3
77893,CLEC4E,ATP2A2
77894,CLEC4E,ATP6AP1
77895,CLEC4E,ATP6AP2
77896,CLEC4E,ATP6V1F
77897,CLEC4E,ATPAF2
77898,CLEC4E,AUP1
77899,CLEC4E,BANF1
77900,CLEC4E,BCAP31
77901,CLEC4E,BSG
77902,CLEC4E,C19ORF70
77903,CLEC4E,C7ORF55
77904,CLEC4E,CALM2
77905,CLEC4E,CALR
77906,CLEC4E,CALU
77907,CLEC4E,CAMLG
77908,CLEC4E,CANX
77909,CLEC4E,CAPZA2
77910,CLEC4E,CBR1
77911,CLEC4E,CBR4
77912,CLEC4E,CCDC115
77913,CLEC4E,CCDC47
77914,CLEC4E,CCPG1
77915,CLEC4E,CDK5RAP3
77916,CLEC4E,CDKAL1
77917,CLEC4E,CHMP7
77918,CLEC4E,CKAP4
77919,CLEC4E,CLCC1
77920,CLEC4E,CLCN3
77921,CLEC4E,CLCN7
77922,CLEC4E,CLEC4D
77923,CLEC4E,CLGN
77924,CLEC4E,CLPX
77925,CLEC4E,CLTA
77926,CLEC4E,CLTC
77927,CLEC4E,CNBP
77928,CLEC4E,CNNM3
77929,CLEC4E,CPD
77930,CLEC4E,CTPS2
77931,CLEC4E,CXCL9
77932,CLEC4E,CYP2S1
77933,CLEC4E,CLEC4E
77934,CLEC4E,DDOST
77935,CLEC4E,DDRGK1
77936,CLEC4E,DDX19A
77937,CLEC4E,DDX19B
77938,CLEC4E,DDX58
77939,CLEC4E,DHCR7
77940,CLEC4E,DHRS7
77941,CLEC4E,DKC1
77942,CLEC4E,DLAT
77943,CLEC4E,DNAJA3
77944,CLEC4E,DNAJB11
77945,CLEC4E,DNAJC3
77946,CLEC4E,DPY19L1
77947,CLEC4E,DSC3
77948,CLEC4E,EFHD1
77949,CLEC4E,EIF2AK3
77950,CLEC4E,EMC1
77951,CLEC4E,EMC10
77952,CLEC4E,EMC2
77953,CLEC4E,EMC3
77954,CLEC4E,EMC4
77955,CLEC4E,EMC8
77956,CLEC4E,EMD
77957,CLEC4E,EPPK1
77958,CLEC4E,ERLEC1
77959,CLEC4E,ERLIN2
77960,CLEC4E,ESYT1
77961,CLEC4E,ESYT2
77962,CLEC4E,ETFA
77963,CLEC4E,FAM3C
77964,CLEC4E,FAM8A1
77965,CLEC4E,FANCI
77966,CLEC4E,FASTKD1
77967,CLEC4E,FASTKD5
77968,CLEC4E,FBF1
77969,CLEC4E,FCER1G
77970,CLEC4E,FMR1
77971,CLEC4E,FNDC3A
77972,CLEC4E,FRMD5
77973,CLEC4E,FXR2
77974,CLEC4E,FYN
77975,CLEC4E,FZD6
77976,CLEC4E,GGT7
77977,CLEC4E,GNAI3
77978,CLEC4E,GNAS
77979,CLEC4E,GNB1
77980,CLEC4E,GNB2
77981,CLEC4E,GNG12
77982,CLEC4E,GOLGB1
77983,CLEC4E,GORASP2
77984,CLEC4E,GPC4
77985,CLEC4E,GPI
77986,CLEC4E,GPR56
77987,CLEC4E,GPX8
77988,CLEC4E,GRWD1
77989,CLEC4E,HADHA
77990,CLEC4E,HADHB
77991,CLEC4E,HLA-A
77992,CLEC4E,HLA-B
77993,CLEC4E,HLA-C
77994,CLEC4E,HLA-DRB1
77995,CLEC4E,HLA-F
77996,CLEC4E,HMOX2
77997,CLEC4E,HSD17B12
77998,CLEC4E,HYOU1
77999,CLEC4E,IGF2R
78000,CLEC4E,IMMT
78001,CLEC4E,INF2
78002,CLEC4E,INTS4
78003,CLEC4E,IPO4
78004,CLEC4E,IPO5
78005,CLEC4E,IQGAP1
78006,CLEC4E,ITGB1
78007,CLEC4E,ITM2B
78008,CLEC4E,ITM2C
78009,CLEC4E,JPH1
78010,CLEC4E,KARS
78011,CLEC4E,KCMF1
78012,CLEC4E,KIAA1715
78013,CLEC4E,KIF23
78014,CLEC4E,KTN1
78015,CLEC4E,LAMP1
78016,CLEC4E,LANCL1
78017,CLEC4E,LARS
78018,CLEC4E,LIG3
78019,CLEC4E,LMAN1
78020,CLEC4E,LMF1
78021,CLEC4E,LMNB2
78022,CLEC4E,LNPEP
78023,CLEC4E,LONP1
78024,CLEC4E,LRIG2
78025,CLEC4E,LRRC59
78026,CLEC4E,LSG1
78027,CLEC4E,M6PR
78028,CLEC4E,MAGT1
78029,CLEC4E,MIA3
78030,CLEC4E,MMGT1
78031,CLEC4E,MOSPD2
78032,CLEC4E,MR1
78033,CLEC4E,MROH1
78034,CLEC4E,MRPL11
78035,CLEC4E,MRPL54
78036,CLEC4E,MRPS11
78037,CLEC4E,MSH3
78038,CLEC4E,MTDH
78039,CLEC4E,MYH10
78040,CLEC4E,MYH14
78041,CLEC4E,MYH9
78042,CLEC4E,MYO18A
78043,CLEC4E,MYO1B
78044,CLEC4E,MYO1C
78045,CLEC4E,MYO1D
78046,CLEC4E,MYO5A
78047,CLEC4E,MYO6
78048,CLEC4E,NAMPT
78049,CLEC4E,NDC1
78050,CLEC4E,NDUFA4
78051,CLEC4E,NDUFA9
78052,CLEC4E,NKG7
78053,CLEC4E,NOC2L
78054,CLEC4E,NSDHL
78055,CLEC4E,NTPCR
78056,CLEC4E,NTSR1
78057,CLEC4E,NUP210
78058,CLEC4E,NUP35
78059,CLEC4E,OPA1
78060,CLEC4E,OSBPL8
78061,CLEC4E,P4HA1
78062,CLEC4E,PDCD6IP
78063,CLEC4E,PDHA1
78064,CLEC4E,PDHB
78065,CLEC4E,PDHX
78066,CLEC4E,PDIA3
78067,CLEC4E,PDIA4
78068,CLEC4E,PDZD8
78069,CLEC4E,PFKL
78070,CLEC4E,PFKP
78071,CLEC4E,PGAM2
78072,CLEC4E,PGRMC1
78073,CLEC4E,PGRMC2
78074,CLEC4E,PIGU
78075,CLEC4E,PISD
78076,CLEC4E,PKP2
78077,CLEC4E,PLD3
78078,CLEC4E,POLDIP3
78079,CLEC4E,POMGNT1
78080,CLEC4E,POR
78081,CLEC4E,PPA1
78082,CLEC4E,PPOX
78083,CLEC4E,PREB
78084,CLEC4E,PRKCSH
78085,CLEC4E,PRKDC
78086,CLEC4E,PTGES3
78087,CLEC4E,PTK7
78088,CLEC4E,PTPN1
78089,CLEC4E,PURB
78090,CLEC4E,RAB10
78091,CLEC4E,RAB11A
78092,CLEC4E,RAB18
78093,CLEC4E,RAB1B
78094,CLEC4E,RAB21
78095,CLEC4E,RAB29
78096,CLEC4E,RAB3GAP1
78097,CLEC4E,RAB3GAP2
78098,CLEC4E,RAB7A
78099,CLEC4E,RAB8A
78100,CLEC4E,RACGAP1
78101,CLEC4E,RBM14
78102,CLEC4E,RBM33
78103,CLEC4E,RCN1
78104,CLEC4E,RDH11
78105,CLEC4E,RFC3
78106,CLEC4E,RNF166
78107,CLEC4E,RPA1
78108,CLEC4E,RPA2
78109,CLEC4E,RPA3
78110,CLEC4E,RPN1
78111,CLEC4E,RPN2
78112,CLEC4E,RRBP1
78113,CLEC4E,RRM2
78114,CLEC4E,RRM2B
78115,CLEC4E,RTN4
78116,CLEC4E,SAFB
78117,CLEC4E,SCNN1A
78118,CLEC4E,SEC16A
78119,CLEC4E,SEC22B
78120,CLEC4E,SEC23A
78121,CLEC4E,SEC23B
78122,CLEC4E,SEC24A
78123,CLEC4E,SEC24B
78124,CLEC4E,SFXN3
78125,CLEC4E,SGPL1
78126,CLEC4E,SH3BGRL3
78127,CLEC4E,SLC25A11
78128,CLEC4E,SLC25A13
78129,CLEC4E,SLC25A19
78130,CLEC4E,SLC30A7
78131,CLEC4E,SLC30A9
78132,CLEC4E,SLC38A10
78133,CLEC4E,SLC7A11
78134,CLEC4E,SLC7A5
78135,CLEC4E,SLFN5
78136,CLEC4E,SMCR8
78137,CLEC4E,SMPD4
78138,CLEC4E,SOAT1
78139,CLEC4E,SPCS2
78140,CLEC4E,SPG7
78141,CLEC4E,SPINT2
78142,CLEC4E,SPNS1
78143,CLEC4E,SPTAN1
78144,CLEC4E,SPTB
78145,CLEC4E,SPTBN2
78146,CLEC4E,SQRDL
78147,CLEC4E,SRPR
78148,CLEC4E,SRSF9
78149,CLEC4E,SSRP1
78150,CLEC4E,STARD3
78151,CLEC4E,STBD1
78152,CLEC4E,STIM1
78153,CLEC4E,STT3B
78154,CLEC4E,STX5
78155,CLEC4E,STX8
78156,CLEC4E,SUN1
78157,CLEC4E,SUPT16H
78158,CLEC4E,SYAP1
78159,CLEC4E,SYNE2
78160,CLEC4E,SYVN1
78161,CLEC4E,TACC1
78162,CLEC4E,TAP1
78163,CLEC4E,TAPBP
78164,CLEC4E,TAPT1
78165,CLEC4E,TAX1BP1
78166,CLEC4E,TFAM
78167,CLEC4E,TFRC
78168,CLEC4E,TGFBR1
78169,CLEC4E,TMEM199
78170,CLEC4E,TMEM205
78171,CLEC4E,TMEM214
78172,CLEC4E,TMEM30A
78173,CLEC4E,TMEM59
78174,CLEC4E,TMEM9
78175,CLEC4E,TMOD1
78176,CLEC4E,TMOD2
78177,CLEC4E,TMOD3
78178,CLEC4E,TMX1
78179,CLEC4E,TNPO1
78180,CLEC4E,TOMM22
78181,CLEC4E,TOR1AIP2
78182,CLEC4E,TP53
78183,CLEC4E,TPM4
78184,CLEC4E,TRIM13
78185,CLEC4E,TRPM7
78186,CLEC4E,TUBB3
78187,CLEC4E,TWF1
78188,CLEC4E,TXNDC5
78189,CLEC4E,TMEM173
78190,CLEC4E,UBB
78191,CLEC4E,UBE2G2
78192,CLEC4E,UBE2J1
78193,CLEC4E,UBR4
78194,CLEC4E,UBXN4
78195,CLEC4E,UCHL1
78196,CLEC4E,UFL1
78197,CLEC4E,UGT8
78198,CLEC4E,VAPA
78199,CLEC4E,VDAC1
78200,CLEC4E,VDAC2
78201,CLEC4E,VDAC3
78202,CLEC4E,VEZT
78203,CLEC4E,VRK2
78204,CLEC4E,WDR1
78205,CLEC4E,WDR41
78206,CLEC4E,WFS1
78207,CLEC4E,WLS
78208,CLEC4E,WRN
78209,CLEC4E,XPO5
78210,CLEC4E,XRCC1
78211,CLEC4E,XRCC5
78212,CLEC4E,YARS
78213,CLEC4E,YTHDF1
78214,CLEC4E,YTHDF2
78215,CLEC4E,YTHDF3
78216,CLEC4E,ZNF326
78907,C2CD2L,ABTB2
78908,C2CD2L,ACVR2B
78909,C2CD2L,AQP6
78910,C2CD2L,ARL13B
78911,C2CD2L,ATP2A1
78912,C2CD2L,BCAP31
78913,C2CD2L,BRWD3
78914,C2CD2L,BTNL3
78915,C2CD2L,C2CD2L
78916,C2CD2L,C3ORF52
78917,C2CD2L,CA9
78918,C2CD2L,CD79A
78919,C2CD2L,CHODL
78920,C2CD2L,CISD2
78921,C2CD2L,CKAP4
78922,C2CD2L,CLRN1
78923,C2CD2L,CNGA3
78924,C2CD2L,CPEB2
78925,C2CD2L,CXCR3
78926,C2CD2L,DDX58
78927,C2CD2L,DERL1
78928,C2CD2L,E
78929,C2CD2L,EBP
78930,C2CD2L,ELOVL5
78931,C2CD2L,EMD
78932,C2CD2L,ESR1
78933,C2CD2L,ESR2
78934,C2CD2L,EVA1B
78935,C2CD2L,EPB4.1
78936,C2CD2L,FAM105A
78937,C2CD2L,FCER1G
78938,C2CD2L,FSHR
78939,C2CD2L,GJA8
78940,C2CD2L,GJB1
78941,C2CD2L,HDAC2
78942,C2CD2L,HIBADH
78943,C2CD2L,HIST2H2BE
78944,C2CD2L,HSD17B11
78945,C2CD2L,HSD3B7
78946,C2CD2L,ICOSLG
78947,C2CD2L,IL17RA
78948,C2CD2L,IL17RC
78949,C2CD2L,IL20RA
78950,C2CD2L,IL3RA
78951,C2CD2L,KCNA2
78952,C2CD2L,KCNS3
78953,C2CD2L,KRAS
78954,C2CD2L,LRRC59
78955,C2CD2L,LNX2
78956,C2CD2L,M
78957,C2CD2L,MARCH4
78958,C2CD2L,METTL7A
78959,C2CD2L,MFSD5
78960,C2CD2L,MRAP2
78961,C2CD2L,MUC1
78962,C2CD2L,NRAS
78963,C2CD2L,NRP1
78964,C2CD2L,NRSN1
78965,C2CD2L,NUP155
78966,C2CD2L,OPRM1
78967,C2CD2L,ORF7A
78968,C2CD2L,ORF7B
78969,C2CD2L,PCDHA12
78970,C2CD2L,PCDHA8
78971,C2CD2L,PCDHAC1
78972,C2CD2L,PCDHAC2
78973,C2CD2L,PCDHB11
78974,C2CD2L,PCDHB16
78975,C2CD2L,PCDHB3
78976,C2CD2L,PCDHB7
78977,C2CD2L,PCDHGB1
78978,C2CD2L,PCDHGB2
78979,C2CD2L,PCDHGB4
78980,C2CD2L,PCDHGB5
78981,C2CD2L,PCDHGC4
78982,C2CD2L,PDZK1IP1
78983,C2CD2L,PRKCQ
78984,C2CD2L,RAB35
78985,C2CD2L,REEP2
78986,C2CD2L,REEP4
78987,C2CD2L,RHOB
78988,C2CD2L,RMDN3
78989,C2CD2L,RPN1
78990,C2CD2L,RPN2
78991,C2CD2L,SCAP
78992,C2CD2L,SDCBP
78993,C2CD2L,SEC61B
78994,C2CD2L,SEC62
78995,C2CD2L,SLC10A6
78996,C2CD2L,SLC18A1
78997,C2CD2L,STIM1
78998,C2CD2L,STX7
78999,C2CD2L,TMEM14B
79000,C2CD2L,TMEM179B
79001,C2CD2L,TMEM31
79002,C2CD2L,TMEM86B
79003,C2CD2L,TMEM9
79004,C2CD2L,TMPO
79005,C2CD2L,TMPRSS2
79006,C2CD2L,TMPRSS4
79007,C2CD2L,TMX2
79008,C2CD2L,TMEM173
79009,C2CD2L,UMODL1
79010,C2CD2L,VAPA
79011,C2CD2L,YWHAG
79012,C2CD2L,ZDHHC12
